trn_site,test_site,share_encoder,no_mode,int_mode,threshold,s_l,value
Site_1,Site_25,False,True,False,1.0,s,0.14987683296203613
Site_1,Site_25,False,True,False,1.0,l,0.25946107506752014
Site_1,Site_25,False,True,False,2.0,s,0.1451950967311859
Site_1,Site_25,False,True,False,2.0,l,0.20119409263134003
Site_1,Site_25,False,True,False,3.0,s,0.16234175860881805
Site_1,Site_25,False,True,False,3.0,l,0.1337125301361084
Site_1,Site_25,False,True,False,4.0,s,0.17831946909427643
Site_1,Site_25,False,True,False,4.0,l,0.09588810801506042
Site_1,Site_25,False,True,False,5.0,s,0.1918037086725235
Site_1,Site_25,False,True,False,5.0,l,0.09595172852277756
Site_24,Site_25,True,True,False,0.5,s,0.21869809925556183
Site_24,Site_25,True,True,False,0.5,l,0.30399057269096375
Site_24,Site_25,True,True,False,1.0,s,0.19946524500846863
Site_24,Site_25,True,True,False,1.0,l,0.24013641476631165
Site_24,Site_25,True,True,False,2.0,s,0.17897354066371918
Site_24,Site_25,True,True,False,2.0,l,0.18077987432479858
Site_24,Site_25,True,True,False,3.0,s,0.15926526486873627
Site_24,Site_25,True,True,False,3.0,l,0.17382876574993134
Site_24,Site_25,True,True,False,4.0,s,0.13325875997543335
Site_24,Site_25,True,True,False,4.0,l,0.17993322014808655
Site_24,Site_25,True,True,False,5.0,s,0.11715196818113327
Site_24,Site_25,True,True,False,5.0,l,0.21330894529819489
Site_5,Site_23,True,True,False,0.5,s,0.5888850092887878
Site_5,Site_23,True,True,False,0.5,l,0.9110862016677856
Site_5,Site_23,True,True,False,1.0,s,0.558330774307251
Site_5,Site_23,True,True,False,1.0,l,0.9276580810546875
Site_5,Site_23,True,True,False,2.0,s,0.5337846875190735
Site_5,Site_23,True,True,False,2.0,l,0.9492270350456238
Site_5,Site_23,True,True,False,3.0,s,0.568996787071228
Site_5,Site_23,True,True,False,3.0,l,0.9622799158096313
Site_5,Site_23,True,True,False,4.0,s,0.6528010368347168
Site_5,Site_23,True,True,False,4.0,l,0.973244845867157
Site_5,Site_23,True,True,False,5.0,s,0.7298518419265747
Site_5,Site_23,True,True,False,5.0,l,0.9771847128868103
Site_23,Site_26,False,True,False,0.5,s,0.633249044418335
Site_23,Site_26,False,True,False,0.5,l,0.9966263175010681
Site_23,Site_26,False,True,False,1.0,s,0.4660557508468628
Site_23,Site_26,False,True,False,1.0,l,0.9937304854393005
Site_23,Site_26,False,True,False,2.0,s,0.3878173232078552
Site_23,Site_26,False,True,False,2.0,l,0.9833840131759644
Site_23,Site_26,False,True,False,3.0,s,0.3864381015300751
Site_23,Site_26,False,True,False,3.0,l,
Site_23,Site_26,False,True,False,4.0,s,0.40964969992637634
Site_23,Site_26,False,True,False,4.0,l,
Site_23,Site_26,False,True,False,5.0,s,0.4247611165046692
Site_23,Site_26,False,True,False,5.0,l,
Site_26,Site_1,False,False,False,0.5,s,0.7614965438842773
Site_26,Site_1,False,False,False,0.5,l,1.024802565574646
Site_26,Site_1,False,False,False,1.0,s,0.6688397526741028
Site_26,Site_1,False,False,False,1.0,l,1.0170493125915527
Site_26,Site_1,False,False,False,2.0,s,0.5989693403244019
Site_26,Site_1,False,False,False,2.0,l,1.01089608669281
Site_26,Site_1,False,False,False,3.0,s,0.5405899882316589
Site_26,Site_1,False,False,False,3.0,l,1.0097252130508423
Site_26,Site_1,False,False,False,4.0,s,0.5809439420700073
Site_26,Site_1,False,False,False,4.0,l,1.0090569257736206
Site_26,Site_1,False,False,False,5.0,s,0.5748242735862732
Site_26,Site_1,False,False,False,5.0,l,1.008362054824829
Site_26,Site_24,True,False,False,0.5,s,0.6319656372070312
Site_26,Site_24,True,False,False,0.5,l,1.1181128025054932
Site_26,Site_24,True,False,False,1.0,s,0.599557101726532
Site_26,Site_24,True,False,False,1.0,l,1.0993119478225708
Site_26,Site_24,True,False,False,2.0,s,0.5544820427894592
Site_26,Site_24,True,False,False,2.0,l,1.0709701776504517
Site_26,Site_24,True,False,False,3.0,s,0.5234355330467224
Site_26,Site_24,True,False,False,3.0,l,1.0527759790420532
Site_26,Site_24,True,False,False,4.0,s,0.4840394854545593
Site_26,Site_24,True,False,False,4.0,l,1.0436064004898071
Site_26,Site_24,True,False,False,5.0,s,0.4283871650695801
Site_26,Site_24,True,False,False,5.0,l,1.0390115976333618
Site_23,Site_1,True,False,True,0.5,s,0.09916449338197708
Site_23,Site_1,True,False,True,0.5,l,0.24423730373382568
Site_23,Site_1,True,False,True,1.0,s,0.08663098514080048
Site_23,Site_1,True,False,True,1.0,l,0.1273028701543808
Site_23,Site_1,True,False,True,2.0,s,0.0706954225897789
Site_23,Site_1,True,False,True,2.0,l,0.10095183551311493
Site_23,Site_1,True,False,True,3.0,s,0.06714192032814026
Site_23,Site_1,True,False,True,3.0,l,0.09694328904151917
Site_23,Site_1,True,False,True,4.0,s,0.06859416514635086
Site_23,Site_1,True,False,True,4.0,l,0.09524808079004288
Site_23,Site_1,True,False,True,5.0,s,0.07293717563152313
Site_23,Site_1,True,False,True,5.0,l,0.10390904545783997
Site_23,Site_1,False,False,False,0.5,s,0.20120644569396973
Site_23,Site_1,False,False,False,0.5,l,0.3406111001968384
Site_23,Site_1,False,False,False,1.0,s,0.1450192630290985
Site_23,Site_1,False,False,False,1.0,l,0.22284144163131714
Site_23,Site_1,False,False,False,2.0,s,0.11077223718166351
Site_23,Site_1,False,False,False,2.0,l,0.14255674183368683
Site_23,Site_1,False,False,False,3.0,s,0.09554383158683777
Site_23,Site_1,False,False,False,3.0,l,0.1147189810872078
Site_23,Site_1,False,False,False,4.0,s,0.08772537857294083
Site_23,Site_1,False,False,False,4.0,l,0.0949404239654541
Site_23,Site_1,False,False,False,5.0,s,0.08076656609773636
Site_23,Site_1,False,False,False,5.0,l,0.08634430915117264
Site_25,Site_5,True,False,False,0.5,s,0.11322513967752457
Site_25,Site_5,True,False,False,0.5,l,0.14259393513202667
Site_25,Site_5,True,False,False,1.0,s,0.10865958780050278
Site_25,Site_5,True,False,False,1.0,l,0.17394380271434784
Site_25,Site_5,True,False,False,2.0,s,0.11013354361057281
Site_25,Site_5,True,False,False,2.0,l,
Site_25,Site_5,True,False,False,3.0,s,0.10423078387975693
Site_25,Site_5,True,False,False,3.0,l,
Site_25,Site_5,True,False,False,4.0,s,0.08779455721378326
Site_25,Site_5,True,False,False,4.0,l,
Site_25,Site_5,True,False,False,5.0,s,
Site_25,Site_5,True,False,False,5.0,l,
Site_5,Site_23,True,False,True,0.5,s,0.628351092338562
Site_5,Site_23,True,False,True,0.5,l,0.9447101950645447
Site_5,Site_23,True,False,True,1.0,s,0.6082208156585693
Site_5,Site_23,True,False,True,1.0,l,0.9576970338821411
Site_5,Site_23,True,False,True,2.0,s,0.620893120765686
Site_5,Site_23,True,False,True,2.0,l,0.9640262126922607
Site_5,Site_23,True,False,True,3.0,s,0.667656660079956
Site_5,Site_23,True,False,True,3.0,l,0.9689555764198303
Site_5,Site_23,True,False,True,4.0,s,0.7412773966789246
Site_5,Site_23,True,False,True,4.0,l,0.9717102646827698
Site_5,Site_23,True,False,True,5.0,s,0.8073828220367432
Site_5,Site_23,True,False,True,5.0,l,0.971584141254425
Site_24,Site_5,False,True,False,0.5,s,0.09409249573945999
Site_24,Site_5,False,True,False,0.5,l,0.2751714289188385
Site_24,Site_5,False,True,False,1.0,s,0.07706565409898758
Site_24,Site_5,False,True,False,1.0,l,0.1642804741859436
Site_24,Site_5,False,True,False,2.0,s,0.06652933359146118
Site_24,Site_5,False,True,False,2.0,l,
Site_24,Site_5,False,True,False,3.0,s,0.05466744676232338
Site_24,Site_5,False,True,False,3.0,l,
Site_24,Site_5,False,True,False,4.0,s,0.055613841861486435
Site_24,Site_5,False,True,False,4.0,l,
Site_24,Site_5,False,True,False,5.0,s,
Site_24,Site_5,False,True,False,5.0,l,
Site_24,Site_25,True,False,False,0.5,s,0.3580437898635864
Site_24,Site_25,True,False,False,0.5,l,0.2999783754348755
Site_24,Site_25,True,False,False,1.0,s,0.3164830505847931
Site_24,Site_25,True,False,False,1.0,l,0.2244294285774231
Site_24,Site_25,True,False,False,2.0,s,0.23501873016357422
Site_24,Site_25,True,False,False,2.0,l,0.18548300862312317
Site_24,Site_25,True,False,False,3.0,s,0.19163116812705994
Site_24,Site_25,True,False,False,3.0,l,0.17880947887897491
Site_24,Site_25,True,False,False,4.0,s,0.15108750760555267
Site_24,Site_25,True,False,False,4.0,l,0.17137378454208374
Site_24,Site_25,True,False,False,5.0,s,0.11989806592464447
Site_24,Site_25,True,False,False,5.0,l,0.19714586436748505
Site_26,Site_25,True,True,False,0.5,s,0.7831600308418274
Site_26,Site_25,True,True,False,0.5,l,0.9907978773117065
Site_26,Site_25,True,True,False,1.0,s,0.6683179140090942
Site_26,Site_25,True,True,False,1.0,l,0.9863445162773132
Site_26,Site_25,True,True,False,2.0,s,0.6584712862968445
Site_26,Site_25,True,True,False,2.0,l,0.9995049834251404
Site_26,Site_25,True,True,False,3.0,s,0.6623414158821106
Site_26,Site_25,True,True,False,3.0,l,1.007802963256836
Site_26,Site_25,True,True,False,4.0,s,0.6792535185813904
Site_26,Site_25,True,True,False,4.0,l,1.0089679956436157
Site_26,Site_25,True,True,False,5.0,s,0.6850658059120178
Site_26,Site_25,True,True,False,5.0,l,1.008420467376709
Site_23,Site_1,False,True,False,0.5,s,0.1547234058380127
Site_23,Site_1,False,True,False,0.5,l,0.3556043803691864
Site_23,Site_1,False,True,False,1.0,s,0.12806616723537445
Site_23,Site_1,False,True,False,1.0,l,0.23613734543323517
Site_23,Site_1,False,True,False,2.0,s,0.11455368250608444
Site_23,Site_1,False,True,False,2.0,l,0.17085425555706024
Site_23,Site_1,False,True,False,3.0,s,0.11194167286157608
Site_23,Site_1,False,True,False,3.0,l,0.14860674738883972
Site_23,Site_1,False,True,False,4.0,s,0.10582538694143295
Site_23,Site_1,False,True,False,4.0,l,0.13704559206962585
Site_23,Site_1,False,True,False,5.0,s,0.09691464155912399
Site_23,Site_1,False,True,False,5.0,l,0.13433539867401123
Site_24,Site_1,False,False,False,0.5,s,0.2088375836610794
Site_24,Site_1,False,False,False,0.5,l,0.34303799271583557
Site_24,Site_1,False,False,False,1.0,s,0.16648991405963898
Site_24,Site_1,False,False,False,1.0,l,0.23793500661849976
Site_24,Site_1,False,False,False,2.0,s,0.1303967982530594
Site_24,Site_1,False,False,False,2.0,l,0.13575471937656403
Site_24,Site_1,False,False,False,3.0,s,0.11909773200750351
Site_24,Site_1,False,False,False,3.0,l,0.10076139867305756
Site_24,Site_1,False,False,False,4.0,s,0.11773248761892319
Site_24,Site_1,False,False,False,4.0,l,0.07103347033262253
Site_24,Site_1,False,False,False,5.0,s,0.11730203032493591
Site_24,Site_1,False,False,False,5.0,l,0.0506015382707119
Site_5,Site_26,False,False,False,0.5,s,0.8180344700813293
Site_5,Site_26,False,False,False,0.5,l,0.9867282509803772
Site_5,Site_26,False,False,False,1.0,s,0.8234214782714844
Site_5,Site_26,False,False,False,1.0,l,0.9853108525276184
Site_5,Site_26,False,False,False,2.0,s,0.837786078453064
Site_5,Site_26,False,False,False,2.0,l,0.9877065420150757
Site_5,Site_26,False,False,False,3.0,s,0.8393181562423706
Site_5,Site_26,False,False,False,3.0,l,
Site_5,Site_26,False,False,False,4.0,s,0.8380610942840576
Site_5,Site_26,False,False,False,4.0,l,
Site_5,Site_26,False,False,False,5.0,s,0.8429386615753174
Site_5,Site_26,False,False,False,5.0,l,
Site_26,Site_25,False,False,False,0.5,s,1.204756736755371
Site_26,Site_25,False,False,False,0.5,l,1.0125972032546997
Site_26,Site_25,False,False,False,1.0,s,0.960874617099762
Site_26,Site_25,False,False,False,1.0,l,1.0140576362609863
Site_26,Site_25,False,False,False,2.0,s,0.732639491558075
Site_26,Site_25,False,False,False,2.0,l,1.0021467208862305
Site_26,Site_25,False,False,False,3.0,s,0.6146798729896545
Site_26,Site_25,False,False,False,3.0,l,1.0011838674545288
Site_26,Site_25,False,False,False,4.0,s,0.5450325012207031
Site_26,Site_25,False,False,False,4.0,l,1.000546932220459
Site_26,Site_25,False,False,False,5.0,s,0.5163573026657104
Site_26,Site_25,False,False,False,5.0,l,0.9998264908790588
Site_25,Site_26,False,False,True,0.5,s,0.42985624074935913
Site_25,Site_26,False,False,True,0.5,l,0.9875060319900513
Site_25,Site_26,False,False,True,1.0,s,0.3526461124420166
Site_25,Site_26,False,False,True,1.0,l,0.995604395866394
Site_25,Site_26,False,False,True,2.0,s,0.33751314878463745
Site_25,Site_26,False,False,True,2.0,l,0.995611310005188
Site_25,Site_26,False,False,True,3.0,s,0.34977495670318604
Site_25,Site_26,False,False,True,3.0,l,
Site_25,Site_26,False,False,True,4.0,s,0.3715108036994934
Site_25,Site_26,False,False,True,4.0,l,
Site_25,Site_26,False,False,True,5.0,s,0.3806777596473694
Site_25,Site_26,False,False,True,5.0,l,
Site_5,Site_25,False,False,True,0.5,s,0.7241923809051514
Site_5,Site_25,False,False,True,0.5,l,0.7863469123840332
Site_5,Site_25,False,False,True,1.0,s,0.6567410230636597
Site_5,Site_25,False,False,True,1.0,l,0.8283966779708862
Site_5,Site_25,False,False,True,2.0,s,0.6980617642402649
Site_5,Site_25,False,False,True,2.0,l,0.9554942846298218
Site_5,Site_25,False,False,True,3.0,s,0.7619852423667908
Site_5,Site_25,False,False,True,3.0,l,0.9848279356956482
Site_5,Site_25,False,False,True,4.0,s,0.7802586555480957
Site_5,Site_25,False,False,True,4.0,l,0.9863225221633911
Site_5,Site_25,False,False,True,5.0,s,0.8070592880249023
Site_5,Site_25,False,False,True,5.0,l,0.9886369705200195
Site_5,Site_23,True,False,False,0.5,s,0.5995134711265564
Site_5,Site_23,True,False,False,0.5,l,1.0115313529968262
Site_5,Site_23,True,False,False,1.0,s,0.5942923426628113
Site_5,Site_23,True,False,False,1.0,l,1.008901834487915
Site_5,Site_23,True,False,False,2.0,s,0.6041926145553589
Site_5,Site_23,True,False,False,2.0,l,1.0046197175979614
Site_5,Site_23,True,False,False,3.0,s,0.626732587814331
Site_5,Site_23,True,False,False,3.0,l,1.000900149345398
Site_5,Site_23,True,False,False,4.0,s,0.6823386549949646
Site_5,Site_23,True,False,False,4.0,l,0.9980877041816711
Site_5,Site_23,True,False,False,5.0,s,0.7428642511367798
Site_5,Site_23,True,False,False,5.0,l,0.9979832172393799
Site_26,Site_1,False,False,True,0.5,s,0.5271705985069275
Site_26,Site_1,False,False,True,0.5,l,1.0026870965957642
Site_26,Site_1,False,False,True,1.0,s,0.3844440281391144
Site_26,Site_1,False,False,True,1.0,l,1.0011913776397705
Site_26,Site_1,False,False,True,2.0,s,0.35582035779953003
Site_26,Site_1,False,False,True,2.0,l,1.000619888305664
Site_26,Site_1,False,False,True,3.0,s,0.41255107522010803
Site_26,Site_1,False,False,True,3.0,l,1.0011789798736572
Site_26,Site_1,False,False,True,4.0,s,0.4650717079639435
Site_26,Site_1,False,False,True,4.0,l,1.001285433769226
Site_26,Site_1,False,False,True,5.0,s,0.43577730655670166
Site_26,Site_1,False,False,True,5.0,l,1.0014041662216187
Site_24,Site_23,True,True,False,0.5,s,0.292685329914093
Site_24,Site_23,True,True,False,0.5,l,0.2979985773563385
Site_24,Site_23,True,True,False,1.0,s,0.29396766424179077
Site_24,Site_23,True,True,False,1.0,l,0.23972079157829285
Site_24,Site_23,True,True,False,2.0,s,0.27499496936798096
Site_24,Site_23,True,True,False,2.0,l,0.18414907157421112
Site_24,Site_23,True,True,False,3.0,s,0.2511330544948578
Site_24,Site_23,True,True,False,3.0,l,0.15532124042510986
Site_24,Site_23,True,True,False,4.0,s,0.23199069499969482
Site_24,Site_23,True,True,False,4.0,l,0.18144434690475464
Site_24,Site_23,True,True,False,5.0,s,0.21121424436569214
Site_24,Site_23,True,True,False,5.0,l,0.20975197851657867
Site_26,Site_5,True,False,False,0.5,s,0.42775726318359375
Site_26,Site_5,True,False,False,0.5,l,1.0881879329681396
Site_26,Site_5,True,False,False,1.0,s,0.4195172190666199
Site_26,Site_5,True,False,False,1.0,l,1.076626181602478
Site_26,Site_5,True,False,False,2.0,s,0.45850688219070435
Site_26,Site_5,True,False,False,2.0,l,
Site_26,Site_5,True,False,False,3.0,s,0.4982894957065582
Site_26,Site_5,True,False,False,3.0,l,
Site_26,Site_5,True,False,False,4.0,s,0.5648981332778931
Site_26,Site_5,True,False,False,4.0,l,
Site_26,Site_5,True,False,False,5.0,s,
Site_26,Site_5,True,False,False,5.0,l,
Site_25,Site_24,True,False,True,0.5,s,0.13347019255161285
Site_25,Site_24,True,False,True,0.5,l,0.23266352713108063
Site_25,Site_24,True,False,True,1.0,s,0.10925152897834778
Site_25,Site_24,True,False,True,1.0,l,0.21269844472408295
Site_25,Site_24,True,False,True,2.0,s,0.09401123225688934
Site_25,Site_24,True,False,True,2.0,l,0.21577170491218567
Site_25,Site_24,True,False,True,3.0,s,0.0911438912153244
Site_25,Site_24,True,False,True,3.0,l,0.2573521137237549
Site_25,Site_24,True,False,True,4.0,s,0.08972690999507904
Site_25,Site_24,True,False,True,4.0,l,0.27456048130989075
Site_25,Site_24,True,False,True,5.0,s,0.0841364935040474
Site_25,Site_24,True,False,True,5.0,l,0.27934905886650085
Site_1,Site_23,False,False,False,0.5,s,0.2056014984846115
Site_1,Site_23,False,False,False,0.5,l,0.26862943172454834
Site_1,Site_23,False,False,False,1.0,s,0.16685430705547333
Site_1,Site_23,False,False,False,1.0,l,0.21530477702617645
Site_1,Site_23,False,False,False,2.0,s,0.137674480676651
Site_1,Site_23,False,False,False,2.0,l,0.17266182601451874
Site_1,Site_23,False,False,False,3.0,s,0.10899196565151215
Site_1,Site_23,False,False,False,3.0,l,0.13401049375534058
Site_1,Site_23,False,False,False,4.0,s,0.08968950062990189
Site_1,Site_23,False,False,False,4.0,l,0.11100540310144424
Site_1,Site_23,False,False,False,5.0,s,0.1006736010313034
Site_1,Site_23,False,False,False,5.0,l,0.08806691318750381
Site_1,Site_23,True,True,False,0.5,s,0.1592676043510437
Site_1,Site_23,True,True,False,0.5,l,0.2683180272579193
Site_1,Site_23,True,True,False,1.0,s,0.14689208567142487
Site_1,Site_23,True,True,False,1.0,l,0.22331897914409637
Site_1,Site_23,True,True,False,2.0,s,0.13194803893566132
Site_1,Site_23,True,True,False,2.0,l,0.17654336988925934
Site_1,Site_23,True,True,False,3.0,s,0.1195274069905281
Site_1,Site_23,True,True,False,3.0,l,0.15329036116600037
Site_1,Site_23,True,True,False,4.0,s,0.11889635026454926
Site_1,Site_23,True,True,False,4.0,l,0.134327694773674
Site_1,Site_23,True,True,False,5.0,s,0.1320926398038864
Site_1,Site_23,True,True,False,5.0,l,0.1292201429605484
Site_26,Site_1,True,True,False,0.5,s,1.6264392137527466
Site_26,Site_1,True,True,False,0.5,l,1.16628897190094
Site_26,Site_1,True,True,False,1.0,s,1.13092839717865
Site_26,Site_1,True,True,False,1.0,l,1.1204196214675903
Site_26,Site_1,True,True,False,2.0,s,0.8044620156288147
Site_26,Site_1,True,True,False,2.0,l,1.0812538862228394
Site_26,Site_1,True,True,False,3.0,s,0.756207287311554
Site_26,Site_1,True,True,False,3.0,l,1.0694236755371094
Site_26,Site_1,True,True,False,4.0,s,0.7993834018707275
Site_26,Site_1,True,True,False,4.0,l,1.0649254322052002
Site_26,Site_1,True,True,False,5.0,s,0.8124225735664368
Site_26,Site_1,True,True,False,5.0,l,1.0601342916488647
Site_25,Site_5,True,False,True,0.5,s,0.11510676145553589
Site_25,Site_5,True,False,True,0.5,l,0.2544843852519989
Site_25,Site_5,True,False,True,1.0,s,0.11123005300760269
Site_25,Site_5,True,False,True,1.0,l,0.15843786299228668
Site_25,Site_5,True,False,True,2.0,s,0.09559834748506546
Site_25,Site_5,True,False,True,2.0,l,
Site_25,Site_5,True,False,True,3.0,s,0.08299460262060165
Site_25,Site_5,True,False,True,3.0,l,
Site_25,Site_5,True,False,True,4.0,s,0.06350939720869064
Site_25,Site_5,True,False,True,4.0,l,
Site_25,Site_5,True,False,True,5.0,s,
Site_25,Site_5,True,False,True,5.0,l,
Site_26,Site_25,True,False,True,0.5,s,0.8781725764274597
Site_26,Site_25,True,False,True,0.5,l,0.9850848913192749
Site_26,Site_25,True,False,True,1.0,s,0.754776120185852
Site_26,Site_25,True,False,True,1.0,l,1.0105832815170288
Site_26,Site_25,True,False,True,2.0,s,0.6688427925109863
Site_26,Site_25,True,False,True,2.0,l,0.9994138479232788
Site_26,Site_25,True,False,True,3.0,s,0.6667352914810181
Site_26,Site_25,True,False,True,3.0,l,0.9827536344528198
Site_26,Site_25,True,False,True,4.0,s,0.6641491651535034
Site_26,Site_25,True,False,True,4.0,l,0.9818965792655945
Site_26,Site_25,True,False,True,5.0,s,0.6611985564231873
Site_26,Site_25,True,False,True,5.0,l,0.9830093383789062
Site_26,Site_1,False,True,False,0.5,s,0.587617814540863
Site_26,Site_1,False,True,False,0.5,l,0.9976932406425476
Site_26,Site_1,False,True,False,1.0,s,0.48315370082855225
Site_26,Site_1,False,True,False,1.0,l,0.998626172542572
Site_26,Site_1,False,True,False,2.0,s,0.4347822368144989
Site_26,Site_1,False,True,False,2.0,l,0.9996150732040405
Site_26,Site_1,False,True,False,3.0,s,0.4091058671474457
Site_26,Site_1,False,True,False,3.0,l,1.0000003576278687
Site_26,Site_1,False,True,False,4.0,s,0.43837833404541016
Site_26,Site_1,False,True,False,4.0,l,1.0001888275146484
Site_26,Site_1,False,True,False,5.0,s,0.425106018781662
Site_26,Site_1,False,True,False,5.0,l,1.0003864765167236
Site_1,Site_24,False,True,False,0.5,s,0.20172519981861115
Site_1,Site_24,False,True,False,0.5,l,0.4554130434989929
Site_1,Site_24,False,True,False,1.0,s,0.18810877203941345
Site_1,Site_24,False,True,False,1.0,l,0.34262707829475403
Site_1,Site_24,False,True,False,2.0,s,0.18380014598369598
Site_1,Site_24,False,True,False,2.0,l,0.24714618921279907
Site_1,Site_24,False,True,False,3.0,s,0.19562232494354248
Site_1,Site_24,False,True,False,3.0,l,0.21942712366580963
Site_1,Site_24,False,True,False,4.0,s,0.2150440365076065
Site_1,Site_24,False,True,False,4.0,l,0.20363350212574005
Site_1,Site_24,False,True,False,5.0,s,0.230607807636261
Site_1,Site_24,False,True,False,5.0,l,0.20195730030536652
Site_23,Site_24,True,False,False,0.5,s,0.19640211760997772
Site_23,Site_24,True,False,False,0.5,l,0.4487229287624359
Site_23,Site_24,True,False,False,1.0,s,0.17015688121318817
Site_23,Site_24,True,False,False,1.0,l,0.31873705983161926
Site_23,Site_24,True,False,False,2.0,s,0.1473892331123352
Site_23,Site_24,True,False,False,2.0,l,0.2155662328004837
Site_23,Site_24,True,False,False,3.0,s,0.13846974074840546
Site_23,Site_24,True,False,False,3.0,l,0.2127479612827301
Site_23,Site_24,True,False,False,4.0,s,0.1375690996646881
Site_23,Site_24,True,False,False,4.0,l,0.21648767590522766
Site_23,Site_24,True,False,False,5.0,s,0.14086434245109558
Site_23,Site_24,True,False,False,5.0,l,0.226493701338768
Site_25,Site_24,False,False,True,0.5,s,0.13759881258010864
Site_25,Site_24,False,False,True,0.5,l,0.1805596798658371
Site_25,Site_24,False,False,True,1.0,s,0.11697456985712051
Site_25,Site_24,False,False,True,1.0,l,0.17630241811275482
Site_25,Site_24,False,False,True,2.0,s,0.10679493099451065
Site_25,Site_24,False,False,True,2.0,l,0.2104790061712265
Site_25,Site_24,False,False,True,3.0,s,0.10114017874002457
Site_25,Site_24,False,False,True,3.0,l,0.23492318391799927
Site_25,Site_24,False,False,True,4.0,s,0.09654612839221954
Site_25,Site_24,False,False,True,4.0,l,0.25385400652885437
Site_25,Site_24,False,False,True,5.0,s,0.09582208842039108
Site_25,Site_24,False,False,True,5.0,l,0.2650321125984192
Site_5,Site_23,False,False,True,0.5,s,0.6953486800193787
Site_5,Site_23,False,False,True,0.5,l,0.9836544990539551
Site_5,Site_23,False,False,True,1.0,s,0.619742751121521
Site_5,Site_23,False,False,True,1.0,l,0.9703122973442078
Site_5,Site_23,False,False,True,2.0,s,0.5836182236671448
Site_5,Site_23,False,False,True,2.0,l,0.9722209572792053
Site_5,Site_23,False,False,True,3.0,s,0.6140826344490051
Site_5,Site_23,False,False,True,3.0,l,0.9769963026046753
Site_5,Site_23,False,False,True,4.0,s,0.6965559720993042
Site_5,Site_23,False,False,True,4.0,l,0.980767011642456
Site_5,Site_23,False,False,True,5.0,s,0.7469589114189148
Site_5,Site_23,False,False,True,5.0,l,0.983117938041687
Site_25,Site_5,False,True,False,0.5,s,0.10928545892238617
Site_25,Site_5,False,True,False,0.5,l,0.21307580173015594
Site_25,Site_5,False,True,False,1.0,s,0.10262420773506165
Site_25,Site_5,False,True,False,1.0,l,0.1578599363565445
Site_25,Site_5,False,True,False,2.0,s,0.08424785733222961
Site_25,Site_5,False,True,False,2.0,l,
Site_25,Site_5,False,True,False,3.0,s,0.07168684154748917
Site_25,Site_5,False,True,False,3.0,l,
Site_25,Site_5,False,True,False,4.0,s,0.0496966652572155
Site_25,Site_5,False,True,False,4.0,l,
Site_25,Site_5,False,True,False,5.0,s,
Site_25,Site_5,False,True,False,5.0,l,
Site_5,Site_24,True,False,False,0.5,s,0.842694103717804
Site_5,Site_24,True,False,False,0.5,l,0.8338902592658997
Site_5,Site_24,True,False,False,1.0,s,0.8327887058258057
Site_5,Site_24,True,False,False,1.0,l,0.8598311543464661
Site_5,Site_24,True,False,False,2.0,s,0.8441711068153381
Site_5,Site_24,True,False,False,2.0,l,0.9054821133613586
Site_5,Site_24,True,False,False,3.0,s,0.8735626935958862
Site_5,Site_24,True,False,False,3.0,l,0.9412376880645752
Site_5,Site_24,True,False,False,4.0,s,0.8861352801322937
Site_5,Site_24,True,False,False,4.0,l,0.955716609954834
Site_5,Site_24,True,False,False,5.0,s,0.894497275352478
Site_5,Site_24,True,False,False,5.0,l,0.9623229503631592
Site_1,Site_5,True,False,False,0.5,s,0.15118306875228882
Site_1,Site_5,True,False,False,0.5,l,0.5813539028167725
Site_1,Site_5,True,False,False,1.0,s,0.14350125193595886
Site_1,Site_5,True,False,False,1.0,l,0.4117501974105835
Site_1,Site_5,True,False,False,2.0,s,0.15018370747566223
Site_1,Site_5,True,False,False,2.0,l,
Site_1,Site_5,True,False,False,3.0,s,0.15194937586784363
Site_1,Site_5,True,False,False,3.0,l,
Site_1,Site_5,True,False,False,4.0,s,0.14658792316913605
Site_1,Site_5,True,False,False,4.0,l,
Site_1,Site_5,True,False,False,5.0,s,
Site_1,Site_5,True,False,False,5.0,l,
Site_26,Site_23,True,False,False,0.5,s,0.7034158110618591
Site_26,Site_23,True,False,False,0.5,l,1.0041115283966064
Site_26,Site_23,True,False,False,1.0,s,0.6133850812911987
Site_26,Site_23,True,False,False,1.0,l,0.9958115220069885
Site_26,Site_23,True,False,False,2.0,s,0.5614615082740784
Site_26,Site_23,True,False,False,2.0,l,0.9980601072311401
Site_26,Site_23,True,False,False,3.0,s,0.562888503074646
Site_26,Site_23,True,False,False,3.0,l,1.0006195306777954
Site_26,Site_23,True,False,False,4.0,s,0.562995195388794
Site_26,Site_23,True,False,False,4.0,l,1.0043164491653442
Site_26,Site_23,True,False,False,5.0,s,0.5591779947280884
Site_26,Site_23,True,False,False,5.0,l,1.004548192024231
Site_26,Site_5,False,True,False,0.5,s,0.5222338438034058
Site_26,Site_5,False,True,False,0.5,l,1.003902554512024
Site_26,Site_5,False,True,False,1.0,s,0.4777587652206421
Site_26,Site_5,False,True,False,1.0,l,1.0022510290145874
Site_26,Site_5,False,True,False,2.0,s,0.4848841726779938
Site_26,Site_5,False,True,False,2.0,l,
Site_26,Site_5,False,True,False,3.0,s,0.5080564022064209
Site_26,Site_5,False,True,False,3.0,l,
