trn_site,test_site,share_encoder,no_mode,int_mode,threshold,s_l,value
Site_23,Site_26,True,True,False,2.0,s,0.35228103399276733
Site_23,Site_26,True,True,False,2.0,l,0.9949154853820801
Site_23,Site_26,True,True,False,3.0,s,0.3665039539337158
Site_23,Site_26,True,True,False,3.0,l,
Site_23,Site_26,True,True,False,4.0,s,0.3995550870895386
Site_23,Site_26,True,True,False,4.0,l,
Site_23,Site_26,True,True,False,5.0,s,0.41302603483200073
Site_23,Site_26,True,True,False,5.0,l,
Site_25,Site_1,True,False,False,0.5,s,0.1755562424659729
Site_25,Site_1,True,False,False,0.5,l,0.41146621108055115
Site_25,Site_1,True,False,False,1.0,s,0.14258000254631042
Site_25,Site_1,True,False,False,1.0,l,0.25157231092453003
Site_25,Site_1,True,False,False,2.0,s,0.11780309677124023
Site_25,Site_1,True,False,False,2.0,l,0.14537830650806427
Site_25,Site_1,True,False,False,3.0,s,0.09944518655538559
Site_25,Site_1,True,False,False,3.0,l,0.10838784277439117
Site_25,Site_1,True,False,False,4.0,s,0.08749206364154816
Site_25,Site_1,True,False,False,4.0,l,0.08987253904342651
Site_25,Site_1,True,False,False,5.0,s,0.08178424090147018
Site_25,Site_1,True,False,False,5.0,l,0.09709145873785019
Site_1,Site_24,True,False,False,0.5,s,0.2083921879529953
Site_1,Site_24,True,False,False,0.5,l,0.4699309468269348
Site_1,Site_24,True,False,False,1.0,s,0.19309212267398834
Site_1,Site_24,True,False,False,1.0,l,0.3565530478954315
Site_1,Site_24,True,False,False,2.0,s,0.18643499910831451
Site_1,Site_24,True,False,False,2.0,l,0.2565426230430603
Site_1,Site_24,True,False,False,3.0,s,0.19070447981357574
Site_1,Site_24,True,False,False,3.0,l,0.2197391241788864
Site_1,Site_24,True,False,False,4.0,s,0.19769470393657684
Site_1,Site_24,True,False,False,4.0,l,0.20177830755710602
Site_1,Site_24,True,False,False,5.0,s,0.20405535399913788
Site_1,Site_24,True,False,False,5.0,l,0.20293168723583221
Site_1,Site_25,True,False,False,0.5,s,0.17581762373447418
Site_1,Site_25,True,False,False,0.5,l,0.4072554111480713
Site_1,Site_25,True,False,False,1.0,s,0.1638389378786087
Site_1,Site_25,True,False,False,1.0,l,0.2462453544139862
Site_1,Site_25,True,False,False,2.0,s,0.16014806926250458
Site_1,Site_25,True,False,False,2.0,l,0.1635260134935379
Site_1,Site_25,True,False,False,3.0,s,0.17726586759090424
Site_1,Site_25,True,False,False,3.0,l,0.11796370148658752
Site_1,Site_25,True,False,False,4.0,s,0.19196347892284393
Site_1,Site_25,True,False,False,4.0,l,0.08830258995294571
Site_1,Site_25,True,False,False,5.0,s,0.19639289379119873
Site_1,Site_25,True,False,False,5.0,l,0.08296149969100952
Site_26,Site_23,True,True,False,0.5,s,0.6455590128898621
Site_26,Site_23,True,True,False,0.5,l,1.0111764669418335
Site_26,Site_23,True,True,False,1.0,s,0.5175145864486694
Site_26,Site_23,True,True,False,1.0,l,1.0113564729690552
Site_26,Site_23,True,True,False,2.0,s,0.4611240327358246
Site_26,Site_23,True,True,False,2.0,l,1.0092896223068237
Site_26,Site_23,True,True,False,3.0,s,0.45237794518470764
Site_26,Site_23,True,True,False,3.0,l,1.0077202320098877
Site_26,Site_23,True,True,False,4.0,s,0.46813833713531494
Site_26,Site_23,True,True,False,4.0,l,1.0077072381973267
Site_26,Site_23,True,True,False,5.0,s,0.49053335189819336
Site_26,Site_23,True,True,False,5.0,l,1.0065972805023193
Site_25,Site_5,False,False,False,0.5,s,0.11341244727373123
Site_25,Site_5,False,False,False,0.5,l,0.18747015297412872
Site_25,Site_5,False,False,False,1.0,s,0.10649006813764572
Site_25,Site_5,False,False,False,1.0,l,0.18045096099376678
Site_25,Site_5,False,False,False,2.0,s,0.10108848661184311
Site_25,Site_5,False,False,False,2.0,l,
Site_25,Site_5,False,False,False,3.0,s,0.09721224755048752
Site_25,Site_5,False,False,False,3.0,l,
Site_25,Site_5,False,False,False,4.0,s,0.09950527548789978
Site_25,Site_5,False,False,False,4.0,l,
Site_25,Site_5,False,False,False,5.0,s,
Site_25,Site_5,False,False,False,5.0,l,
Site_26,Site_25,False,True,False,0.5,s,0.6594347357749939
Site_26,Site_25,False,True,False,0.5,l,1.017410159111023
Site_26,Site_25,False,True,False,1.0,s,0.6124679446220398
Site_26,Site_25,False,True,False,1.0,l,1.018270492553711
Site_26,Site_25,False,True,False,2.0,s,0.5939719676971436
Site_26,Site_25,False,True,False,2.0,l,1.008410096168518
Site_26,Site_25,False,True,False,3.0,s,0.620259702205658
Site_26,Site_25,False,True,False,3.0,l,1.0057555437088013
Site_26,Site_25,False,True,False,4.0,s,0.6469801664352417
Site_26,Site_25,False,True,False,4.0,l,1.0041590929031372
Site_26,Site_25,False,True,False,5.0,s,0.6579832434654236
Site_26,Site_25,False,True,False,5.0,l,1.0038584470748901
Site_23,Site_1,True,False,False,0.5,s,0.18702787160873413
Site_23,Site_1,True,False,False,0.5,l,0.3507605791091919
Site_23,Site_1,True,False,False,1.0,s,0.14620663225650787
Site_23,Site_1,True,False,False,1.0,l,0.22002655267715454
Site_23,Site_1,True,False,False,2.0,s,0.11080125719308853
Site_23,Site_1,True,False,False,2.0,l,0.13419656455516815
Site_23,Site_1,True,False,False,3.0,s,0.10277402400970459
Site_23,Site_1,True,False,False,3.0,l,0.11758384108543396
Site_23,Site_1,True,False,False,4.0,s,0.0980955958366394
Site_23,Site_1,True,False,False,4.0,l,0.10272686928510666
Site_23,Site_1,True,False,False,5.0,s,0.08793243020772934
Site_23,Site_1,True,False,False,5.0,l,0.11227068305015564
Site_23,Site_25,True,False,False,0.5,s,0.2144489586353302
Site_23,Site_25,True,False,False,0.5,l,0.40399983525276184
Site_23,Site_25,True,False,False,1.0,s,0.16426478326320648
Site_23,Site_25,True,False,False,1.0,l,0.23712682723999023
Site_23,Site_25,True,False,False,2.0,s,0.12883630394935608
Site_23,Site_25,True,False,False,2.0,l,0.1732795089483261
Site_23,Site_25,True,False,False,3.0,s,0.12577198445796967
Site_23,Site_25,True,False,False,3.0,l,0.1665903627872467
Site_23,Site_25,True,False,False,4.0,s,0.13981637358665466
Site_23,Site_25,True,False,False,4.0,l,0.1585741639137268
Site_23,Site_25,True,False,False,5.0,s,0.14928816258907318
Site_23,Site_25,True,False,False,5.0,l,0.18485772609710693
Site_26,Site_1,True,False,False,0.5,s,0.7066494822502136
Site_26,Site_1,True,False,False,0.5,l,1.0151982307434082
Site_26,Site_1,True,False,False,1.0,s,0.6348814368247986
Site_26,Site_1,True,False,False,1.0,l,1.0112344026565552
Site_26,Site_1,True,False,False,2.0,s,0.5039358735084534
Site_26,Site_1,True,False,False,2.0,l,1.005786418914795
Site_26,Site_1,True,False,False,3.0,s,0.4251570701599121
Site_26,Site_1,True,False,False,3.0,l,1.0012319087982178
Site_26,Site_1,True,False,False,4.0,s,0.4394623339176178
Site_26,Site_1,True,False,False,4.0,l,0.9994315505027771
Site_26,Site_1,True,False,False,5.0,s,0.4086169898509979
Site_26,Site_1,True,False,False,5.0,l,0.9969828724861145
Site_23,Site_5,True,True,False,0.5,s,0.18754327297210693
Site_23,Site_5,True,True,False,0.5,l,0.44688495993614197
Site_23,Site_5,True,True,False,1.0,s,0.17970439791679382
Site_23,Site_5,True,True,False,1.0,l,0.25967884063720703
Site_23,Site_5,True,True,False,2.0,s,0.19191481173038483
Site_23,Site_5,True,True,False,2.0,l,
Site_23,Site_5,True,True,False,3.0,s,0.19450828433036804
Site_23,Site_5,True,True,False,3.0,l,
Site_23,Site_5,True,True,False,4.0,s,0.16551582515239716
Site_23,Site_5,True,True,False,4.0,l,
Site_23,Site_5,True,True,False,5.0,s,
Site_23,Site_5,True,True,False,5.0,l,
Site_24,Site_26,False,False,False,0.5,s,0.3054691255092621
Site_24,Site_26,False,False,False,0.5,l,0.9910823702812195
Site_24,Site_26,False,False,False,1.0,s,0.2648696303367615
Site_24,Site_26,False,False,False,1.0,l,1.0051261186599731
Site_24,Site_26,False,False,False,2.0,s,0.23950234055519104
Site_24,Site_26,False,False,False,2.0,l,0.9955096244812012
Site_24,Site_26,False,False,False,3.0,s,0.22982054948806763
Site_24,Site_26,False,False,False,3.0,l,
Site_24,Site_26,False,False,False,4.0,s,0.22898678481578827
Site_24,Site_26,False,False,False,4.0,l,
Site_24,Site_26,False,False,False,5.0,s,0.2293602079153061
Site_24,Site_26,False,False,False,5.0,l,
Site_5,Site_1,False,False,False,0.5,s,0.6845353245735168
Site_5,Site_1,False,False,False,0.5,l,1.0891138315200806
Site_5,Site_1,False,False,False,1.0,s,0.5800350308418274
Site_5,Site_1,False,False,False,1.0,l,1.049767017364502
Site_5,Site_1,False,False,False,2.0,s,0.56315016746521
Site_5,Site_1,False,False,False,2.0,l,1.0184063911437988
Site_5,Site_1,False,False,False,3.0,s,0.5714226365089417
Site_5,Site_1,False,False,False,3.0,l,1.0084565877914429
Site_5,Site_1,False,False,False,4.0,s,0.6259644627571106
Site_5,Site_1,False,False,False,4.0,l,1.0046321153640747
Site_5,Site_1,False,False,False,5.0,s,0.653619110584259
Site_5,Site_1,False,False,False,5.0,l,1.0019333362579346
Site_26,Site_5,False,False,False,0.5,s,0.6008530259132385
Site_26,Site_5,False,False,False,0.5,l,1.062562108039856
Site_26,Site_5,False,False,False,1.0,s,0.5889493823051453
Site_26,Site_5,False,False,False,1.0,l,1.0708976984024048
Site_26,Site_5,False,False,False,2.0,s,0.6398879289627075
Site_26,Site_5,False,False,False,2.0,l,
Site_26,Site_5,False,False,False,3.0,s,0.6752548813819885
Site_26,Site_5,False,False,False,3.0,l,
Site_26,Site_5,False,False,False,4.0,s,0.7303270697593689
Site_26,Site_5,False,False,False,4.0,l,
Site_26,Site_5,False,False,False,5.0,s,
Site_26,Site_5,False,False,False,5.0,l,
Site_1,Site_5,False,False,False,0.5,s,0.2970827519893646
Site_1,Site_5,False,False,False,0.5,l,0.39702367782592773
Site_1,Site_5,False,False,False,1.0,s,0.29544830322265625
Site_1,Site_5,False,False,False,1.0,l,0.35300421714782715
Site_1,Site_5,False,False,False,2.0,s,0.27959907054901123
Site_1,Site_5,False,False,False,2.0,l,
Site_1,Site_5,False,False,False,3.0,s,0.2845674455165863
Site_1,Site_5,False,False,False,3.0,l,
Site_1,Site_5,False,False,False,4.0,s,0.2834688425064087
Site_1,Site_5,False,False,False,4.0,l,
Site_1,Site_5,False,False,False,5.0,s,
Site_1,Site_5,False,False,False,5.0,l,
Site_25,Site_24,True,False,False,0.5,s,0.15519657731056213
Site_25,Site_24,True,False,False,0.5,l,0.35039395093917847
Site_25,Site_24,True,False,False,1.0,s,0.13821455836296082
Site_25,Site_24,True,False,False,1.0,l,0.24133175611495972
Site_25,Site_24,True,False,False,2.0,s,0.11945180594921112
Site_25,Site_24,True,False,False,2.0,l,0.1985015720129013
Site_25,Site_24,True,False,False,3.0,s,0.11170916259288788
Site_25,Site_24,True,False,False,3.0,l,0.2193889617919922
Site_25,Site_24,True,False,False,4.0,s,0.10904786735773087
Site_25,Site_24,True,False,False,4.0,l,0.2368089109659195
Site_25,Site_24,True,False,False,5.0,s,0.10934484750032425
Site_25,Site_24,True,False,False,5.0,l,0.25942885875701904
Site_5,Site_23,False,False,False,0.5,s,0.7728660106658936
Site_5,Site_23,False,False,False,0.5,l,0.9868208765983582
Site_5,Site_23,False,False,False,1.0,s,0.7615712881088257
Site_5,Site_23,False,False,False,1.0,l,0.9864248633384705
Site_5,Site_23,False,False,False,2.0,s,0.7655686736106873
Site_5,Site_23,False,False,False,2.0,l,0.9923924803733826
Site_5,Site_23,False,False,False,3.0,s,0.7889849543571472
Site_5,Site_23,False,False,False,3.0,l,0.9947154521942139
Site_5,Site_23,False,False,False,4.0,s,0.8211995363235474
Site_5,Site_23,False,False,False,4.0,l,0.9968569278717041
Site_5,Site_23,False,False,False,5.0,s,0.8163806200027466
Site_5,Site_23,False,False,False,5.0,l,0.9955641627311707
Site_26,Site_23,False,True,False,0.5,s,1.3093690872192383
Site_26,Site_23,False,True,False,0.5,l,0.9998361468315125
Site_26,Site_23,False,True,False,1.0,s,1.0990712642669678
Site_26,Site_23,False,True,False,1.0,l,0.9982146620750427
Site_26,Site_23,False,True,False,2.0,s,0.9656346440315247
Site_26,Site_23,False,True,False,2.0,l,0.998531699180603
Site_26,Site_23,False,True,False,3.0,s,0.9006425738334656
Site_26,Site_23,False,True,False,3.0,l,0.9989628195762634
Site_26,Site_23,False,True,False,4.0,s,0.8218512535095215
Site_26,Site_23,False,True,False,4.0,l,0.9993906021118164
Site_26,Site_23,False,True,False,5.0,s,0.7575913667678833
Site_26,Site_23,False,True,False,5.0,l,0.9995619654655457
Site_5,Site_25,True,False,True,0.5,s,0.6407324075698853
Site_5,Site_25,True,False,True,0.5,l,0.8251661658287048
Site_5,Site_25,True,False,True,1.0,s,0.615958571434021
Site_5,Site_25,True,False,True,1.0,l,0.8629529476165771
Site_5,Site_25,True,False,True,2.0,s,0.7107396721839905
Site_5,Site_25,True,False,True,2.0,l,0.9555976390838623
Site_5,Site_25,True,False,True,3.0,s,0.7465867400169373
Site_5,Site_25,True,False,True,3.0,l,1.0086127519607544
Site_5,Site_25,True,False,True,4.0,s,0.7538020610809326
Site_5,Site_25,True,False,True,4.0,l,1.0115573406219482
Site_5,Site_25,True,False,True,5.0,s,0.7939453721046448
Site_5,Site_25,True,False,True,5.0,l,1.0100587606430054
Site_24,Site_23,False,True,False,0.5,s,0.37734606862068176
Site_24,Site_23,False,True,False,0.5,l,0.3236987590789795
Site_24,Site_23,False,True,False,1.0,s,0.3516741991043091
Site_24,Site_23,False,True,False,1.0,l,0.23953978717327118
Site_24,Site_23,False,True,False,2.0,s,0.3190869987010956
Site_24,Site_23,False,True,False,2.0,l,0.17448292672634125
Site_24,Site_23,False,True,False,3.0,s,0.2940834164619446
Site_24,Site_23,False,True,False,3.0,l,0.16634014248847961
Site_24,Site_23,False,True,False,4.0,s,0.2734793722629547
Site_24,Site_23,False,True,False,4.0,l,0.19421488046646118
Site_24,Site_23,False,True,False,5.0,s,0.22801755368709564
Site_24,Site_23,False,True,False,5.0,l,0.20817475020885468
Site_25,Site_23,True,False,False,0.5,s,0.2352670431137085
Site_25,Site_23,True,False,False,0.5,l,0.4081967771053314
Site_25,Site_23,True,False,False,1.0,s,0.20378613471984863
Site_25,Site_23,True,False,False,1.0,l,0.28726881742477417
Site_25,Site_23,True,False,False,2.0,s,0.18354444205760956
Site_25,Site_23,True,False,False,2.0,l,0.19377706944942474
Site_25,Site_23,True,False,False,3.0,s,0.16651850938796997
Site_25,Site_23,True,False,False,3.0,l,0.12585875391960144
Site_25,Site_23,True,False,False,4.0,s,0.14469897747039795
Site_25,Site_23,True,False,False,4.0,l,0.10140720009803772
Site_25,Site_23,True,False,False,5.0,s,0.11989953368902206
Site_25,Site_23,True,False,False,5.0,l,0.1431533247232437
Site_24,Site_25,False,True,False,0.5,s,0.1883300393819809
Site_24,Site_25,False,True,False,0.5,l,0.30593422055244446
Site_24,Site_25,False,True,False,1.0,s,0.16903097927570343
Site_24,Site_25,False,True,False,1.0,l,0.21870827674865723
Site_24,Site_25,False,True,False,2.0,s,0.1414595991373062
Site_24,Site_25,False,True,False,2.0,l,0.2017679065465927
Site_24,Site_25,False,True,False,3.0,s,0.12529857456684113
Site_24,Site_25,False,True,False,3.0,l,0.2204410433769226
Site_24,Site_25,False,True,False,4.0,s,0.11780765652656555
Site_24,Site_25,False,True,False,4.0,l,0.23570966720581055
Site_24,Site_25,False,True,False,5.0,s,0.10978654026985168
Site_24,Site_25,False,True,False,5.0,l,0.26977571845054626
Site_1,Site_24,True,False,True,0.5,s,0.21774129569530487
Site_1,Site_24,True,False,True,0.5,l,0.5495249629020691
Site_1,Site_24,True,False,True,1.0,s,0.19795840978622437
Site_1,Site_24,True,False,True,1.0,l,0.432798832654953
Site_1,Site_24,True,False,True,2.0,s,0.1946854591369629
Site_1,Site_24,True,False,True,2.0,l,0.23430126905441284
Site_1,Site_24,True,False,True,3.0,s,0.20128172636032104
Site_1,Site_24,True,False,True,3.0,l,0.2209641933441162
Site_1,Site_24,True,False,True,4.0,s,0.21200314164161682
Site_1,Site_24,True,False,True,4.0,l,0.2115640491247177
Site_1,Site_24,True,False,True,5.0,s,0.22276954352855682
Site_1,Site_24,True,False,True,5.0,l,0.20808826386928558
Site_24,Site_1,True,False,True,0.5,s,0.19173641502857208
Site_24,Site_1,True,False,True,0.5,l,0.29248911142349243
Site_24,Site_1,True,False,True,1.0,s,0.16343875229358673
Site_24,Site_1,True,False,True,1.0,l,0.18563395738601685
Site_24,Site_1,True,False,True,2.0,s,0.13459503650665283
Site_24,Site_1,True,False,True,2.0,l,0.1724129170179367
Site_24,Site_1,True,False,True,3.0,s,0.13469746708869934
Site_24,Site_1,True,False,True,3.0,l,0.16853059828281403
Site_24,Site_1,True,False,True,4.0,s,0.13251987099647522
Site_24,Site_1,True,False,True,4.0,l,0.16528788208961487
Site_24,Site_1,True,False,True,5.0,s,0.12813226878643036
Site_24,Site_1,True,False,True,5.0,l,0.1612122356891632
Site_26,Site_25,False,False,True,0.5,s,0.658832848072052
Site_26,Site_25,False,False,True,0.5,l,1.007845163345337
Site_26,Site_25,False,False,True,1.0,s,0.6054303050041199
Site_26,Site_25,False,False,True,1.0,l,1.0143038034439087
Site_26,Site_25,False,False,True,2.0,s,0.6209007501602173
Site_26,Site_25,False,False,True,2.0,l,1.007401466369629
Site_26,Site_25,False,False,True,3.0,s,0.6038105487823486
Site_26,Site_25,False,False,True,3.0,l,1.0058060884475708
Site_26,Site_25,False,False,True,4.0,s,0.5664359331130981
Site_26,Site_25,False,False,True,4.0,l,1.0048604011535645
Site_26,Site_25,False,False,True,5.0,s,0.5704603791236877
Site_26,Site_25,False,False,True,5.0,l,1.0042885541915894
Site_25,Site_26,True,False,True,0.5,s,0.3983553647994995
Site_25,Site_26,True,False,True,0.5,l,0.9848936200141907
Site_25,Site_26,True,False,True,1.0,s,0.38943323493003845
Site_25,Site_26,True,False,True,1.0,l,1.00750732421875
Site_25,Site_26,True,False,True,2.0,s,0.3885813057422638
Site_25,Site_26,True,False,True,2.0,l,0.9867134094238281
Site_25,Site_26,True,False,True,3.0,s,0.38342589139938354
Site_25,Site_26,True,False,True,3.0,l,
Site_25,Site_26,True,False,True,4.0,s,0.347635954618454
Site_25,Site_26,True,False,True,4.0,l,
Site_25,Site_26,True,False,True,5.0,s,0.34290367364883423
Site_25,Site_26,True,False,True,5.0,l,
Site_26,Site_24,False,False,True,0.5,s,0.47404277324676514
Site_26,Site_24,False,False,True,0.5,l,1.0116844177246094
Site_26,Site_24,False,False,True,1.0,s,0.3695925772190094
Site_26,Site_24,False,False,True,1.0,l,1.0065860748291016
Site_26,Site_24,False,False,True,2.0,s,0.33141592144966125
Site_26,Site_24,False,False,True,2.0,l,1.0027821063995361
Site_26,Site_24,False,False,True,3.0,s,0.33184048533439636
Site_26,Site_24,False,False,True,3.0,l,0.9989715814590454
Site_26,Site_24,False,False,True,4.0,s,0.3229708969593048
Site_26,Site_24,False,False,True,4.0,l,0.9977828860282898
Site_26,Site_24,False,False,True,5.0,s,0.2994020879268646
Site_26,Site_24,False,False,True,5.0,l,0.9977044463157654
Site_1,Site_25,False,False,True,0.5,s,0.1808917224407196
Site_1,Site_25,False,False,True,0.5,l,0.6826484203338623
Site_1,Site_25,False,False,True,1.0,s,0.16669942438602448
Site_1,Site_25,False,False,True,1.0,l,0.49917885661125183
Site_1,Site_25,False,False,True,2.0,s,0.15391680598258972
Site_1,Site_25,False,False,True,2.0,l,0.22478163242340088
Site_1,Site_25,False,False,True,3.0,s,0.1687348186969757
Site_1,Site_25,False,False,True,3.0,l,0.09096761047840118
Site_1,Site_25,False,False,True,4.0,s,0.19053098559379578
Site_1,Site_25,False,False,True,4.0,l,0.06812631338834763
Site_1,Site_25,False,False,True,5.0,s,0.19095197319984436
Site_1,Site_25,False,False,True,5.0,l,0.09033354371786118
Site_23,Site_24,True,True,False,0.5,s,0.17721404135227203
Site_23,Site_24,True,True,False,0.5,l,0.4789420962333679
Site_23,Site_24,True,True,False,1.0,s,0.15323686599731445
Site_23,Site_24,True,True,False,1.0,l,0.35202425718307495
Site_23,Site_24,True,True,False,2.0,s,0.13505835831165314
Site_23,Site_24,True,True,False,2.0,l,0.24448034167289734
Site_23,Site_24,True,True,False,3.0,s,0.13280679285526276
Site_23,Site_24,True,True,False,3.0,l,0.2211187779903412
Site_23,Site_24,True,True,False,4.0,s,0.13442955911159515
Site_23,Site_24,True,True,False,4.0,l,0.2163059115409851
Site_23,Site_24,True,True,False,5.0,s,0.136013001203537
Site_23,Site_24,True,True,False,5.0,l,0.2246902585029602
Site_23,Site_26,False,False,True,0.5,s,0.3490024507045746
Site_23,Site_26,False,False,True,0.5,l,0.9983974695205688
Site_23,Site_26,False,False,True,1.0,s,0.3316517770290375
Site_23,Site_26,False,False,True,1.0,l,0.9991698861122131
Site_23,Site_26,False,False,True,2.0,s,0.3274116814136505
Site_23,Site_26,False,False,True,2.0,l,0.9991707801818848
Site_23,Site_26,False,False,True,3.0,s,0.3315904438495636
Site_23,Site_26,False,False,True,3.0,l,
Site_23,Site_26,False,False,True,4.0,s,0.3548847734928131
Site_23,Site_26,False,False,True,4.0,l,
Site_23,Site_26,False,False,True,5.0,s,0.3606792390346527
Site_23,Site_26,False,False,True,5.0,l,
Site_25,Site_23,False,False,False,0.5,s,0.24860118329524994
Site_25,Site_23,False,False,False,0.5,l,0.2614256739616394
Site_25,Site_23,False,False,False,1.0,s,0.2204914689064026
Site_25,Site_23,False,False,False,1.0,l,0.20649883151054382
Site_25,Site_23,False,False,False,2.0,s,0.20655006170272827
Site_25,Site_23,False,False,False,2.0,l,0.17074714601039886
Site_25,Site_23,False,False,False,3.0,s,0.20349445939064026
Site_25,Site_23,False,False,False,3.0,l,0.13707000017166138
Site_25,Site_23,False,False,False,4.0,s,0.20394228398799896
Site_25,Site_23,False,False,False,4.0,l,0.13095338642597198
Site_25,Site_23,False,False,False,5.0,s,0.1964351385831833
Site_25,Site_23,False,False,False,5.0,l,0.16360650956630707
Site_1,Site_25,True,False,True,0.5,s,0.17992348968982697
Site_1,Site_25,True,False,True,0.5,l,0.6188850402832031
Site_1,Site_25,True,False,True,1.0,s,0.16196078062057495
Site_1,Site_25,True,False,True,1.0,l,0.42502760887145996
Site_1,Site_25,True,False,True,2.0,s,0.16183128952980042
Site_1,Site_25,True,False,True,2.0,l,0.2187497317790985
Site_1,Site_25,True,False,True,3.0,s,0.18299418687820435
Site_1,Site_25,True,False,True,3.0,l,0.11270451545715332
Site_1,Site_25,True,False,True,4.0,s,0.19936875998973846
Site_1,Site_25,True,False,True,4.0,l,0.08511099964380264
Site_1,Site_25,True,False,True,5.0,s,0.19417017698287964
Site_1,Site_25,True,False,True,5.0,l,0.10897304862737656
Site_1,Site_24,False,False,True,0.5,s,0.15362095832824707
Site_1,Site_24,False,False,True,0.5,l,0.557444155216217
Site_1,Site_24,False,False,True,1.0,s,0.14409635961055756
Site_1,Site_24,False,False,True,1.0,l,0.45498037338256836
Site_1,Site_24,False,False,True,2.0,s,0.13555465638637543
Site_1,Site_24,False,False,True,2.0,l,0.27474546432495117
Site_1,Site_24,False,False,True,3.0,s,0.14194120466709137
Site_1,Site_24,False,False,True,3.0,l,0.23329684138298035
Site_1,Site_24,False,False,True,4.0,s,0.15899130702018738
Site_1,Site_24,False,False,True,4.0,l,0.2166481912136078
Site_1,Site_24,False,False,True,5.0,s,0.16875478625297546
Site_1,Site_24,False,False,True,5.0,l,0.21314893662929535
Site_26,Site_23,False,False,False,0.5,s,0.7127943634986877
Site_26,Site_23,False,False,False,0.5,l,0.998684823513031
Site_26,Site_23,False,False,False,1.0,s,0.6921465396881104
Site_26,Site_23,False,False,False,1.0,l,0.9978870749473572
Site_26,Site_23,False,False,False,2.0,s,0.6866205930709839
Site_26,Site_23,False,False,False,2.0,l,0.9982118010520935
Site_26,Site_23,False,False,False,3.0,s,0.6747550964355469
Site_26,Site_23,False,False,False,3.0,l,0.9981929659843445
Site_26,Site_23,False,False,False,4.0,s,0.6590356826782227
Site_26,Site_23,False,False,False,4.0,l,0.9980919361114502
Site_26,Site_23,False,False,False,5.0,s,0.5908702611923218
Site_26,Site_23,False,False,False,5.0,l,0.9981076717376709
Site_26,Site_24,False,True,False,0.5,s,0.8035756349563599
Site_26,Site_24,False,True,False,0.5,l,0.9974216818809509
Site_26,Site_24,False,True,False,1.0,s,0.699016273021698
Site_26,Site_24,False,True,False,1.0,l,1.0000942945480347
Site_26,Site_24,False,True,False,2.0,s,0.6089766025543213
Site_26,Site_24,False,True,False,2.0,l,1.0025616884231567
Site_26,Site_24,False,True,False,3.0,s,0.5275081992149353
Site_26,Site_24,False,True,False,3.0,l,0.9992323517799377
Site_26,Site_24,False,True,False,4.0,s,0.4774821996688843
Site_26,Site_24,False,True,False,4.0,l,0.9983623623847961
Site_26,Site_24,False,True,False,5.0,s,0.42029017210006714
Site_26,Site_24,False,True,False,5.0,l,0.9982203841209412
Site_23,Site_25,True,True,False,0.5,s,0.18892522156238556
Site_23,Site_25,True,True,False,0.5,l,0.41677960753440857
Site_23,Site_25,True,True,False,1.0,s,0.16054153442382812
Site_23,Site_25,True,True,False,1.0,l,0.23444177210330963
Site_23,Site_25,True,True,False,2.0,s,0.14075328409671783
Site_23,Site_25,True,True,False,2.0,l,0.1417228728532791
Site_23,Site_25,True,True,False,3.0,s,0.14104917645454407
Site_23,Site_25,True,True,False,3.0,l,0.11776422709226608
Site_23,Site_25,True,True,False,4.0,s,0.15039801597595215
Site_23,Site_25,True,True,False,4.0,l,0.08220658451318741
Site_23,Site_25,True,True,False,5.0,s,0.15425002574920654
Site_23,Site_25,True,True,False,5.0,l,0.0630304366350174
Site_26,Site_24,False,False,False,0.5,s,0.5942412614822388
Site_26,Site_24,False,False,False,0.5,l,1.008408784866333
Site_26,Site_24,False,False,False,1.0,s,0.5182583928108215
Site_26,Site_24,False,False,False,1.0,l,1.0039206743240356
Site_26,Site_24,False,False,False,2.0,s,0.4841475188732147
Site_26,Site_24,False,False,False,2.0,l,0.9997715353965759
Site_26,Site_24,False,False,False,3.0,s,0.4667282998561859
Site_26,Site_24,False,False,False,3.0,l,1.0006755590438843
Site_26,Site_24,False,False,False,4.0,s,0.44891732931137085
Site_26,Site_24,False,False,False,4.0,l,1.000937581062317
Site_26,Site_24,False,False,False,5.0,s,0.4143199920654297
Site_26,Site_24,False,False,False,5.0,l,1.0009139776229858
Site_1,Site_24,False,False,False,0.5,s,0.21999768912792206
Site_1,Site_24,False,False,False,0.5,l,0.43277886509895325
Site_1,Site_24,False,False,False,1.0,s,0.20754089951515198
Site_1,Site_24,False,False,False,1.0,l,0.3163478970527649
Site_1,Site_24,False,False,False,2.0,s,0.20319189131259918
Site_1,Site_24,False,False,False,2.0,l,0.2102053463459015
Site_1,Site_24,False,False,False,3.0,s,0.219132661819458
Site_1,Site_24,False,False,False,3.0,l,0.19560708105564117
Site_1,Site_24,False,False,False,4.0,s,0.2377621829509735
Site_1,Site_24,False,False,False,4.0,l,0.1783795952796936
Site_1,Site_24,False,False,False,5.0,s,0.2469814419746399
Site_1,Site_24,False,False,False,5.0,l,0.16716979444026947
Site_25,Site_26,False,False,False,0.5,s,0.4419354796409607
Site_25,Site_26,False,False,False,0.5,l,0.9846652150154114
Site_25,Site_26,False,False,False,1.0,s,0.35824084281921387
Site_25,Site_26,False,False,False,1.0,l,1.0025080442428589
Site_25,Site_26,False,False,False,2.0,s,0.3098698556423187
Site_25,Site_26,False,False,False,2.0,l,0.9737671613693237
Site_25,Site_26,False,False,False,3.0,s,0.309138685464859
